accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,subspecies,strain,sample_ID,total_filtered_reads_in_sample,reads_per_million,match,date_parsed,sample_type
KP882477.1,2508,2400,1458,89.187874,15.4897,"Rotavirus A strain RVA/Human-wt/GHA/Ghan-059/2008/G8P[1] segment 3 VP3 (VP3) gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,W156,37530841,38.84805032746269,10,2025-02-17,Wastewater
FN665690.1,2591,1767,921,32.23433,9.47118,"Rotavirus A VP3 gene for structural protein VP3, genomic RNA, serotype G8P[14], strain RVA/Human-wt/HUN/BP1062/2004/G8P[14]",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,W156,37530841,24.539817799446595,10,2025-02-17,Wastewater
FN665693.1,1356,1113,454,55.36816,8.92088,"Rotavirus A VP6 gene for structural protein VP6, genomic RNA, serotype G8P[14], strain RVA/Human-wt/HUN/BP1062/2004/G8P[14]",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,W156,37530841,12.096718003201685,10,2025-02-17,Wastewater
EF672606.1,1476,1054,271,31.52187,4.89209,"Rotavirus A strain RVA/Human-tc/USA/Se584/1998/G6P[9] non-structural protein 1 gene, complete cds",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,W156,37530841,7.220728147285588,10,2025-02-17,Wastewater
NC_011507.2,18562,694,96,6.308006,0.303393,"Rotavirus A, all segments",28875,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,unclassified Rotavirus A subspecies/strain,unclassified Rotavirus A strain,SA_17,17046745,5.631573652330695,18,2025-04-15,Indoor Air
NC_001803.1,15191,1863,1358,17.252708,5.24411,"Respiratory syncytial virus, complete genome",12814,Viruses,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,unclassified Pneumoviridae genus,Respiratory syncytial virus,unclassified Respiratory syncytial virus subspecies/strain,unclassified Respiratory syncytial virus strain,SA_17,17046745,79.66330229026127,18,2025-04-15,Indoor Air
NC_001781.1,15225,1772,19,0.19389719,0.0732074,"Human orthopneumovirus Subgroup B, complete genome",11250,Viruses,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Orthopneumovirus,Human orthopneumovirus,unclassified Human orthopneumovirus subspecies/strain,unclassified Human orthopneumovirus strain,SA_17,17046745,1.1145822853571166,18,2025-04-15,Indoor Air
NC_039477.1,7567,5825,97167,1936.7512,753.275,"Norovirus GII, complete genome",122929,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,Norovirus GII,Norovirus GII,SA_17,17046745,5700.032469541839,18,2025-04-15,Indoor Air
NC_039475.1,7556,2448,5021,95.1195,38.9813,"Norovirus GII.17, complete genome",552592,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,Norovirus GII.17,Norovirus GII.17,SA_17,17046745,294.54303446200436,18,2025-04-15,Indoor Air
KX868289.2,33676,2675,22,0.10284555,0.0383231,"Human adenovirus 12 isolate GyK010, complete genome",28282,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus A,Human adenovirus 12,Human adenovirus 12,SA_17,17046745,1.290568961992451,18,2025-04-15,Indoor Air
AM749299.1,33763,4062,26,0.122541875,0.0451742,"Human adenovirus type 31 complete genome, serotype 31",10529,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus A,Human adenovirus 31,Human adenovirus 31,SA_17,17046745,1.5252178641728964,18,2025-04-15,Indoor Air
JQ326209.1,35153,3048,22,0.09950576,0.0367129,"Human adenovirus 19, complete genome",28278,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,Human adenovirus 19,Human adenovirus 19,SA_17,17046745,1.290568961992451,18,2025-04-15,Indoor Air
KU298928.1,7816,563,1251,26.574224,9.38926,"Human papillomavirus 66 isolate 118A.66, complete genome",37119,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 6,human papillomavirus 66,human papillomavirus 66,SA_17,17046745,73.38644415693436,18,2025-04-15,Indoor Air
NC_007455.1,5299,4071,3155,91.553116,34.9272,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,unclassified Primate bocaparvovirus 1 subspecies/strain,unclassified Primate bocaparvovirus 1 strain,SA_17,17046745,185.07932159482647,18,2025-04-15,Indoor Air
NC_012564.1,5242,4873,107,3.0791438,1.19742,"Human bocavirus 3, complete genome",638313,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,Human bocavirus 3,Human bocavirus 3,SA_17,17046745,6.27685813332692,18,2025-04-15,Indoor Air
NC_012042.1,5196,2452,51,1.4512485,0.575784,"Human bocavirus 2c PK isolate PK-5510, complete genome",1511882,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 2,Human bocavirus 2c PK,Human bocavirus 2c PK,SA_17,17046745,2.9917735028006813,18,2025-04-15,Indoor Air
NC_026438.1,10878,4110,44,0.62938106,0.237281,influenza A H1N1 all segments,641809,Viruses,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Influenza A virus (A/California/07/2009(H1N1)),Influenza A virus (A/California/07/2009(H1N1)),SA_17,17046745,2.581137923984902,18,2025-04-15,Indoor Air
NC_007373.1,11286,1788,31,0.41379312,0.161131,influenza A H3N2 all segments,335341,Viruses,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus,Influenza A virus (A/New York/392/2004(H3N2)),Influenza A virus (A/New York/392/2004(H3N2)),SA_17,17046745,1.8185289918984535,18,2025-04-15,Indoor Air
KY316160.1,34169,24988,6276,27.28875,10.7748,"Human adenovirus 41 isolate SH/2015/D16, complete genome",10524,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus F,Human adenovirus 41,Human adenovirus 41,SA_17,17046745,368.16412752111916,18,2025-04-15,Indoor Air
L19443.1,34214,2944,24,0.19977102,0.0411496,"Human adenovirus F, complete genome",130309,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus F,unclassified Human mastadenovirus F subspecies/strain,unclassified Human mastadenovirus F strain,SA_17,17046745,1.4078934130826737,18,2025-04-15,Indoor Air
AB186897.1,2525,524,433,26.798315,10.0597,"Human picobirnavirus RNA segment 1 genomic RNA, complete sequence",145856,Viruses,Pisuviricota,Duplopiviricetes,Durnavirales,Picobirnaviridae,Orthopicobirnavirus,Orthopicobirnavirus hominis,Human picobirnavirus,Human picobirnavirus,SA_17,17046745,25.400743661033236,18,2025-04-15,Indoor Air
AB220921.1,7559,533,811,19.860035,6.29383,"Norovirus Hu/Chiba/04-1050/2005/JP genomic RNA, complete genome",336619,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,Norovirus Hu/Chiba/04-1050/2005/JP,Norovirus Hu/Chiba/04-1050/2005/JP,SA_17,17046745,47.57506491708534,18,2025-04-15,Indoor Air
AB308374.1,6673,3469,3591,80.11482,31.5684,"Mamastrovirus 1 genomic RNA, complete genome, isolate: V1347",1239565,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,unclassified Mamastrovirus 1 subspecies/strain,unclassified Mamastrovirus 1 strain,SA_17,17046745,210.65605193249502,18,2025-04-15,Indoor Air
AB541261.1,7509,691,96,3.2628074,0.749977,"Norovirus Hu/GII-4/Hokkaido1/2008/JP genomic RNA, complete genome",707444,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,Norovirus Hu/GII-4/Hokkaido1/2008/JP,Norovirus Hu/GII-4/Hokkaido1/2008/JP,SA_17,17046745,5.631573652330695,18,2025-04-15,Indoor Air
AF043303.1,4679,4491,267,8.754912,3.34747,"Adeno-associated virus 2, complete genome",10804,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,adeno-associated virus 2,adeno-associated virus 2,SA_17,17046745,15.662814220544744,18,2025-04-15,Indoor Air
AF260508.1,6759,3782,6639,154.05719,57.6207,"Human astrovirus type 8, complete genome",43358,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 8,Human astrovirus 8,SA_17,17046745,389.4585153939946,18,2025-04-15,Indoor Air
AF289262.1,32621,6739,49,0.23929045,0.0881165,"Porcine adenovirus 5, complete genome",45370,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Porcine mastadenovirus C,Porcine adenovirus 5,Porcine adenovirus 5,SA_17,17046745,2.8744490517104584,18,2025-04-15,Indoor Air
AF401755.1,2359,1899,52,3.6944318,1.29311,"Human rotavirus G2 strain KO-2 VP4 gene, complete cds",73034,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus G2,Rotavirus G2,SA_17,17046745,3.050435728345793,18,2025-04-15,Indoor Air
AF531420.1,7461,916,537,11.0459585,4.22217,"Human papillomavirus type 92, complete genome",211787,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 4,Human papillomavirus type 92,Human papillomavirus type 92,SA_17,17046745,31.501615117724818,18,2025-04-15,Indoor Air
AJ620210.1,7337,1588,3262,70.492,26.081,"Human papillomavirus type 95 E6 gene, E7 gene, E1 gene, E2 gene, E4 gene, L2 gene and L1 gene",260716,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 1,Human papillomavirus 95,Human papillomavirus 95,SA_17,17046745,191.35617972815336,18,2025-04-15,Indoor Air
AY382778.1,7450,2144,2749,56.46575,21.646,"Human papillomavirus type 93, complete genome",247268,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Human papillomavirus 93,Human papillomavirus 93,SA_17,17046745,161.26245802351121,18,2025-04-15,Indoor Air
AY382779.2,7438,1969,94,1.9308453,0.741362,"Human papillomavirus type 96, complete genome",247269,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 5,Human papillomavirus type 96,Human papillomavirus type 96,SA_17,17046745,5.514249201240472,18,2025-04-15,Indoor Air
AY720891.1,6723,2850,4195,79.36665,36.6039,"Human astrovirus type 4 strain Dresden, complete genome",35300,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 4,Human astrovirus 4,SA_17,17046745,246.0880361617423,18,2025-04-15,Indoor Air
DQ415279.1,7559,859,33,0.6751248,0.256099,"Norovirus Hu/GII/Carlow/2002/Ire putative polyprotein, putative capsid protein, and putative minor structural protein genes, complete cds",375425,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norwalk virus,Norovirus Hu/GII/Carlow/2002/Ire,Norovirus Hu/GII/Carlow/2002/Ire,SA_17,17046745,1.9358534429886762,18,2025-04-15,Indoor Air
EF059923.1,2359,2340,81154,5638.676,2018.09,"Human rotavirus G9 strain CAU 202 VP4 gene, complete cds",42567,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus G9,Rotavirus G9,SA_17,17046745,4760.67425188797,18,2025-04-15,Indoor Air
EF422221.1,7562,5236,1187,26.144766,9.20815,"Human papillomavirus type 107, complete genome",427343,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 107,Human papillomavirus 107,SA_17,17046745,69.63206172204723,18,2025-04-15,Indoor Air
EF444549.1,5229,788,260,10.470959,2.91684,"WU Polyomavirus strain B0, complete genome",440266,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus quartihominis,WU Polyomavirus,WU Polyomavirus,SA_17,17046745,15.252178641728964,18,2025-04-15,Indoor Air
EU410347.1,7401,3666,8652,188.21294,68.578,"Human papillomavirus FA75/KI88-03, complete genome",563190,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus FA75/KI88-03,Human papillomavirus FA75/KI88-03,SA_17,17046745,507.5455754163038,18,2025-04-15,Indoor Air
EU410348.1,7423,4214,3352,72.711395,26.4901,"Human papillomavirus type 110, complete genome",518629,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 110,Human papillomavirus 110,SA_17,17046745,196.6357800272134,18,2025-04-15,Indoor Air
EU410349.1,7384,2384,2716,56.07437,21.5773,"Human papillomavirus type 111, complete genome",518630,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 111,Human papillomavirus 111,SA_17,17046745,159.32660458052254,18,2025-04-15,Indoor Air
EU796884.1,7899,1435,378,9.060137,2.80723,"Feline papillomavirus type 2 isolate Main Coon 2007, complete genome",568209,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Dyothetapapillomavirus,Dyothetapapillomavirus 1,Felis domesticus papillomavirus 2,Felis domesticus papillomavirus 2,SA_17,17046745,22.17432125605211,18,2025-04-15,Indoor Air
FJ755404.1,6771,1850,239,5.3905754,2.07064,"Human astrovirus 1 Beijing/291/2007/CHN, complete genome",626180,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 1 Beijing/291/2007/CHN,Human astrovirus 1 Beijing/291/2007/CHN,SA_17,17046745,14.020271905281623,18,2025-04-15,Indoor Air
FJ755405.1,6771,2459,1233,27.335598,10.6824,"Human astrovirus 1 Beijing/293/2007/CHN, complete genome",626181,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 1 Beijing/293/2007/CHN,Human astrovirus 1 Beijing/293/2007/CHN,SA_17,17046745,72.33052409712235,18,2025-04-15,Indoor Air
FJ810126.1,5759,2180,20,0.53289354,0.203724,"Culex pipiens densovirus, complete genome",185638,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoambidensovirus,Dipteran protoambidensovirus 1,Culex pipiens densovirus,Culex pipiens densovirus,SA_17,17046745,1.1732445109022278,18,2025-04-15,Indoor Air
FJ947080.1,7476,2582,5502,122.969284,43.1728,"Human papillomavirus type 115 isolate GC02, complete genome",696746,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 3,human papillomavirus 115,human papillomavirus 115,SA_17,17046745,322.7595649492029,18,2025-04-15,Indoor Air
FJ973560.1,4958,2946,69,2.0985856,0.816396,"Human bocavirus 2b NI strain HBoV2B-NI-213, complete genome",1511881,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 2,Human bocavirus 2b NI,Human bocavirus 2b NI,SA_17,17046745,4.047693562612686,18,2025-04-15,Indoor Air
FM955837.2,7466,4497,4211,88.23988,33.0869,"Human papillomavirus type 98, complete genome",587347,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Human papillomavirus 98,Human papillomavirus 98,SA_17,17046745,247.0266317704641,18,2025-04-15,Indoor Air
FM955839.1,7380,4112,1002,21.261826,7.96471,"Human papillomavirus type 100, complete genome",587349,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 100,Human papillomavirus 100,SA_17,17046745,58.77954999620162,18,2025-04-15,Indoor Air
FM955841.1,7667,1200,1176,23.477053,8.99788,"Human papillomavirus type 105, complete genome",587350,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Human papillomavirus 105,Human papillomavirus 105,SA_17,17046745,68.986777241051,18,2025-04-15,Indoor Air
FN677755.1,7436,2169,1255,25.881966,9.90063,"Human papillomavirus type 150, complete genome, isolate SIBX1",743811,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 5,human papillomavirus 150,human papillomavirus 150,SA_17,17046745,73.62109305911481,18,2025-04-15,Indoor Air
FN677756.1,7386,2703,2398,49.23397,19.0458,"Human papillomavirus type 151, complete genome, isolate SIBX2",743812,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 151,Human papillomavirus 151,SA_17,17046745,140.67201685717714,18,2025-04-15,Indoor Air
GQ225794.1,1194,965,1940,239.69348,95.3138,"Rotavirus A AU32xUK reassortant (UKg9AU32) VP6 protein gene, complete cds",666966,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A AU32xUK reassortant (UKg9AU32),Rotavirus A AU32xUK reassortant (UKg9AU32),SA_17,17046745,113.80471755751611,18,2025-04-15,Indoor Air
GQ845442.1,7304,1711,1573,35.022224,12.6336,"Human papillomavirus type 120, complete genome",765052,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 120,Human papillomavirus 120,SA_17,17046745,92.27568078246023,18,2025-04-15,Indoor Air
GQ845444.1,7397,4784,8195,177.36249,64.9908,"Human papillomavirus type 122, complete genome",765054,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 122,Human papillomavirus 122,SA_17,17046745,480.7369383421879,18,2025-04-15,Indoor Air
GQ845446.1,7489,1187,394,10.593405,3.08625,"Human papillomavirus type 124, complete genome",765056,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 124,human papillomavirus 124,SA_17,17046745,23.11291686477389,18,2025-04-15,Indoor Air
GU117634.1,7309,1742,1350,26.86255,10.8351,"Human papillomavirus type 134, complete genome",909333,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 7,Human papillomavirus 134,Human papillomavirus 134,SA_17,17046745,79.19400448590038,18,2025-04-15,Indoor Air
GU937877.1,3302,3195,52350,2419.2498,930.033,"Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,SA_17,17046745,3070.9675072865816,18,2025-04-15,Indoor Air
GU937879.1,2591,2195,13012,758.068,294.602,"Caprine rotavirus A strain GO34 VP3 protein (VP3) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,SA_17,17046745,763.3128787929895,18,2025-04-15,Indoor Air
GU937881.1,1356,1281,41919,5504.213,1813.47,"Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,SA_17,17046745,2459.061832625525,18,2025-04-15,Indoor Air
GU937884.1,1059,705,1053,189.79099,58.3299,"Caprine rotavirus A strain GO34 NSP2 protein (NSP2) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,SA_17,17046745,61.7713234990023,18,2025-04-15,Indoor Air
GU937886.1,751,538,1728,304.79868,134.978,"Caprine rotavirus A strain GO34 NSP4 protein (NSP4) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,SA_17,17046745,101.36832574195249,18,2025-04-15,Indoor Air
